対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
石川,2023/12/12 18:00:03,神奈川県,女,1969,,200万円以上 300万円未満,自分ひとり,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,,,,2～5回目,"名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,特になし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,3,,,,,,9,機会があれば行きたい,予約なしでもできる工芸関係の体験,小松空港,同意する,,,,,,,1969,,,,,,
石川,2023/12/13 8:30:44,東京都,男,1961,,400万円以上 500万円未満,夫婦2人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,3,リムジンバス1300円は高い,,,6～10回目,"地元の美味しいものを食べる, 買い物、アウトレット, まちあるき、都市散策",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円未満",,,,,,,,,,,,3,レストラン少ない,レストラン少ない,,,,5,また行きたい（1年以内）,先日能登にも行って来て加賀温泉や富山等もからめて金沢中心に9回目の訪問とってもいいところ気に入ってます,小松空港,同意する,,金沢から直行,,金沢に直行,,,1961,,,,,,
石川,2023/12/13 11:58:07,愛知県,男,1970,,300万円以上 400万円未満,職場の同僚,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"観光展・物産展, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,使わない,,使わない,,,,,,,,,,,,4,,,,,,10,また行きたい（1年以内）,海鮮,小松空港,同意する,,,,,,,1970,,,,,,
石川,2023/12/13 20:41:32,福井県,男,1964,,500万円以上 600万円未満,職場の同僚,1泊,富山県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,6～10回目,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,使わない,,使わない,,,,,,,,,,,,2,店が少なく寂しい,規模が小さい,,,,6,また行きたい（1年以内）,特になし,小松空港,同意する,,,,,,,1964,,,,,,
石川,2023/12/14 9:02:02,石川県,女,1970,,300万円以上 400万円未満,自分ひとり,1泊,大分,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,居住地,0,0,0,0,0,0,0,,0,0,0,0,,,,,6～10回目,居住地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円未満",,,,,,,,,,,,5,お土産が豊富,分かりやすい,,,,9,石川県在住,特になし 楽だから,小松空港,同意する,,自宅から直行,,大分,,,1970,,,,,,
石川,2023/12/14 15:58:04,東京都,男,1975,,800万円以上 900万円未満,親,1泊,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,1泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,特に支障なしです,,,初めて,"宿でのんびり過ごす, 温泉や露天風呂, 名所、旧跡の観光",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"1,000円未満",,,,,,,,,,,,4,特に支障なし,特に支障なし,,,,7,機会があれば行きたい,特になし 観光スポットの豊富さ,小松空港,同意する,,,,,,,1975,,,,,,
石川,2023/12/15 16:41:58,神奈川県,男,1965,,800万円以上 900万円未満,自分ひとり,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,3,飛行機の時間に関係なく本数を増やして欲しい,,,11回目以上,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,使わない,,,,,,,,,,,,4,,,,,,9,また行きたい（1年以内）,特に無し 食事が美味しい,小松空港,同意する,,,,,,,1965,,,,,,
石川,2023/12/15 18:11:35,東京都,女,1995,,600万円以上 700万円未満,夫婦2人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,定刻通りの運行、丁寧な運転,,,初めて,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, 友人・親戚を訪ねる",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"X(旧：Twitter), 友人・知人",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,5,皆さん親切！,お菓子やディスプレイにやや寂しさを感じました。,,,,8,また行きたい（1年以内）,1万人規模のアリーナ会場 いい場所、食べ物が美味しい,小松空港,同意する,,21世紀美術館,,寿司くいねぇ,,,1995,,,,,,
石川,2023/12/15 19:38:30,石川県,女,1989,,200万円以上 300万円未満,在住です。,2泊,東京都,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,県外から訪れていない（石川県内在住）,0,0,0,0,0,0,0,,0,0,0,0,,とくに不便もなく、渋滞などもなかったため,,,11回目以上,在住です,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,地元なので,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,使わない,,"3,000円以上 5,000円未満",,,,,,,,,,,,4,色んなお土産や九谷焼まで置いてあったので、品揃えが良かったため。県外の友達へ石川県のお見上げを渡したい時は、空港で購入しています。,強いて言うなら施設が古いため、トイレなどに老朽化を感じました。,,,,10,石川県在住,石川県は海と山両方の恩恵がある県だと思うのですが、海のお土産はあれど山のお土産が中々少ないように思います。 海産物がとにかく美味しく、温泉もたくさんあって楽しいです。,小松空港,同意する,,,,,,,1989,,,,,,
石川,2023/12/16 14:10:19,福井県,男,1965,,"1,500万円以上",夫婦2人,3泊,沖縄,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,"自家用車, 在来線",1,0,0,1,0,0,0,,0,0,0,0,,,,,11回目以上,小松空港利用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,常に利用している。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,使わない,,"1,000円以上 3,000円未満",,,,,,,,,,,,4,,,,,,10,また行きたい（1年以内）,特になし。 ハブ空港としての利用価値。,小松空港,同意する,,,,,,,1965,,,,,,
石川,2023/12/16 14:12:40,福井県,女,1966,,200万円以上 300万円未満,夫婦2人,3泊,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,11回目以上,"地元の美味しいものを食べる, 買い物、アウトレット, スポーツ観戦や芸術鑑賞（コンサート等）",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,使わない,,,,,,,,,,,,4,北陸三県の物が有り見やすかった,以前よりお店が減っているから,,,,10,また行きたい（1年以内）,加賀ほうじ茶のスィーツがもっと食べたいでsq 魅力いっぱいの県だから、小松空港はコンパクトで分かりやすい,小松空港,同意する,,,,,,,1966,,,,,,
石川,2023/12/17 10:03:38,石川県,女,1961,,600万円以上 700万円未満,夫婦2人,2泊,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,2～5回目,"温泉や露天風呂, 名所、旧跡の観光",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光展・物産展, 新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, Instagram, Facebook",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,,,,,"20,000円以上 30,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,4,,,,,,7,また行きたい（1年以内）,特になし,小松空港,同意する,,,,,,,1961,,,,,,
石川,2023/12/17 10:38:17,石川県,男,1972,,600万円以上 700万円未満,夫婦2人,1泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,1泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,3,,,,2～5回目,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光展・物産展,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円未満",,,,,,,,,,,,3,,,,,,7,機会があれば行きたい,頑張って下さい,小松空港,同意する,,,,,,,1972,,,,,,
石川,2023/12/17 16:24:27,東京都,女,1975,,800万円以上 900万円未満,自分ひとり,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,搭乗時間に合わせた運行時間になっていたから,,,2～5回目,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, Instagram, 友人・知人, 観光協会等の案内所",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,使わない,,"5,000円以上 10,000円未満",,,,,,,,,,,,4,JR金沢駅の方が充実しているから,,,,,8,また行きたい（1年以内）,魅力的なものが多いので積極的に発信して欲しい,小松空港,同意する,,,,,,,1975,,,,,,
石川,2023/12/18 13:34:33,富山県,女,1997,,100万円以上 200万円未満,友人,2泊,沖縄県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,5,金沢駅から乗り換え無しで行けるから安心できる。,,,2～5回目,那覇空港までのルート,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,使わない,,"1,000円以上 3,000円未満",,,,,,,,,,,,4,係の方が丁寧。,不自由なく楽しめたから。,,,,8,また行きたい（1年以内）,特になし 金沢駅から直通で行けるところ！,小松空港,同意する,,金沢駅,,沖縄県,,,1997,,,,,,
石川,2023/12/19 12:49:00,福岡県,男,1965,,"900万円以上 1,000万円未満",家族,3泊,富山県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,"自家用車, 飛行機",1,0,0,0,1,0,0,,0,0,0,0,3,富山に直行便がなく利用しただけのため,,,2～5回目,空港利用のため,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"3,000円以上 5,000円未満",,,,,,,,,,,,4,人が少ない割には整っている,人が少ない割には整っている,,,,5,機会があれば行きたい,ゆっくり過ごせる場所はあると思うので、もっと下調べしておきたい 自分の趣味を他人に勧めないだけです,小松空港,同意する,,空港の利用のみ,,空港利用のみのため,,,1965,,,,,,
石川,2023/12/19 13:32:22,福井県,女,1993,,600万円以上 700万円未満,小学生以下連れの家族,3泊,福井県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,"自家用車, 飛行機",1,0,0,0,1,0,0,,0,0,0,0,5,空港が小さくて子連れで歩き回りやすい,,,11回目以上,空港利用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"3,000円以上 5,000円未満",,,,,,,,,,,,5,トイレが綺麗,,,,,10,また行きたい（1年以内）,小松空港から福井駅のバスが全便連携にしてほしい,小松空港,同意する,,,,コストコ,,,1993,,,,,,
石川,2023/12/19 17:57:16,神奈川県,女,1985,,400万円以上 500万円未満,親,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"飛行機, 旅行会社ツアーバス",0,0,0,0,1,1,0,,0,0,0,0,5,旅行会社さんが手配してくださったので全てがスムーズでした！,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TV・ラジオ番組やCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,3,あまり利用をしなかった,,,,,6,機会があれば行きたい,神社やお寺が素晴らしい箇所が多いので、それ専用のマップがあったら面白いかと思いました。また、夜栄えてる飲み屋さんや食事屋さんが明確なマップがあると◎ 神社やお寺、建物が素晴らしかったので目の保養としてお勧めしたいと思いました！,小松空港,同意する,,,,,,,1985,,,,,,
石川,2023/12/19 18:07:00,神奈川県,女,1961,,200万円以上 300万円未満,子,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"飛行機, 旅行会社ツアーバス",0,0,0,0,1,1,0,,0,0,0,0,5,ツアーバスは迷わす､お任せ出来るので楽です。,,,初めて,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ツアー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,3,,,,,,7,機会があれば行きたい,カニが美味しかった。楽しみにしていた､なぎさドライブウェイが波のせいで走れず… 海鮮が美味しく､観光名所が多い。日本海も良い！,小松空港,同意する,,,,,,,1961,,,,,,
石川,2023/12/20 16:44:19,東京都,女,1963,,800万円以上 900万円未満,友人,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,旅行会社ツアーバス,0,0,0,0,0,1,0,,0,0,0,0,4,移動がスムーズでした。,,,2～5回目,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット, まちあるき、都市散策",0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, インターネット・アプリ, Instagram, Facebook",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,4,スタッフの方々が丁寧に対応してくれました。,大変綺麗な空港でした。,,,,8,機会があれば行きたい,海鮮や能登牛など美味しいモノだらけでした。 移動がシンプル。,小松空港,同意する,,,,,,,1963,,,,,,
石川,2023/12/21 12:56:16,福岡県,男,1960,,600万円以上 700万円未満,自分ひとり,1泊,福井県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,,,,11回目以上,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円未満",,,,,,,,,,,,3,毎月一度小松空港を利用していますが、土産物店もマンネリ化していると感じます。定期的に、数ヶ月前までの大相撲のパネルなど演出も必要と思います。,なんか、活気がありません。地方空港には多いのですが。函館空港もよく行きますが、土産物店など、活気と楽しさがあります。,,,,9,機会があれば行きたい,北陸の地産商品をもっと露出した方がいいと思う。 いつもは出張でしか来ないのですが、兼六園の紅葉は素晴らしかったです。福井、富山を含め能登半島、氷見あたりもゆっくり旅行できたら素晴らしいです。,小松空港,同意する,,松井秀喜ミュージアム,,,,,1960,,,,,,
石川,2023/12/21 18:09:34,東京都,女,1967,,"1,000万円以上 1,200万円未満",団体旅行,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,旅行会社ツアーバス,0,0,0,0,0,1,0,,0,0,0,0,4,,,,初めて,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ツアーの案内,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"40,000円以上 50,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,お土産店が豊富,レストランが少ない,,,,6,機会があれば行きたい,特になし,小松空港,同意する,,氣多大社,,,,,1967,,,,,,
石川,2023/12/21 18:56:24,東京都,女,1967,,"1,000万円以上 1,200万円未満",団体旅行,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,旅行会社ツアーバス,0,0,0,0,0,1,0,,0,0,0,0,5,,,,初めて,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ツアー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"40,000円以上 50,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,,,,,,7,機会があれば行きたい,特になし,小松空港,同意する,,氣多大社,,,,,1967,,,,,,
石川,2023/12/21 19:20:44,埼玉県,女,1959,,800万円以上 900万円未満,自分ひとり,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,能登空港から小松空港の変更,,,2～5回目,安いツアー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光パンフレット・ポスター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"40,000円以上 50,000円未満",,使わない,,,,,,,,,,,,3,,,,,,1,また行きたい（1年以内）,海産物,小松空港,同意する,,能登空港から変更,,,,,1959,,,,,,
石川,2023/12/23 18:46:07,東京都,女,1983,,800万円以上 900万円未満,友人,1泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,1泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,レンタカーを借りるまでがスムーズ,,,初めて,"宿でのんびり過ごす, 地元の美味しいものを食べる",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光展・物産展,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,"5,000円以上 10,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,3,,,,,,6,機会があれば行きたい,特になし,小松空港,同意する,,,,,,,1983,,,,,,
石川,2023/12/24 10:02:02,神奈川県,無回答,1981,,800万円以上 900万円未満,夫婦2人,3泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,3泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,レンタカースタッフの対応がスムーズだった,,,初めて,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"50,000円以上 100,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,5,ほどよい品揃え,移動距離が少ないから,,,,10,また行きたい（1年以内）,観光客が多い場所はやはり観光地価格だなと思うけど、お手頃で楽しめる所がもっと増えたらうれしい 食べ物もおいしいし、のんびり過ごせるから,小松空港,同意する,,羽咋市,,,,,1981,,,,,,
石川,2023/12/24 10:16:46,北海道,男,1968,,"1,200万円以上 1,500万円未満",自分ひとり,1泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,1泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,,,,,6～10回目,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,使わない,,,,,,,,,,,,3,,,,,,8,機会があれば行きたい,日本海の魚が美味しく温泉もいい。来年は金沢の新しいスタジアムに期待しています。,小松空港,同意する,,,,,,,1968,,,,,,
石川,2023/12/24 14:49:54,千葉県,男,1963,,500万円以上 600万円未満,夫婦2人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,スムーズに乗れた,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ, ホテルアプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,使わない,,,,,,,,,,,,4,,,,,,9,機会があれば行きたい,自然との共存 海鮮が美味しい,小松空港,同意する,,,,,,,1963,,,,,,
石川,2023/12/24 14:55:30,東京都,女,1980,,"1,200万円以上 1,500万円未満",小学生以下連れの家族,2泊,福井県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,,,,初めて,"宿でのんびり過ごす, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"50,000円以上 100,000円未満",,使わない,,,,,,,,,,,,3,,,,,,10,また行きたい（1年以内）,美味しい食事,小松空港,同意する,,,,,,,1980,,,,,,
石川,2023/12/24 15:49:13,栃木県,男,1994,,400万円以上 500万円未満,夫婦2人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"レンタカー, 飛行機",0,1,0,0,1,0,0,,0,0,0,0,3,悪天候に左右された,,,初めて,"宿でのんびり過ごす, 地元の美味しいものを食べる",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"50,000円以上 100,000円未満",,使わない,,,,,,,,,,,,3,何も購入してない,ほとんど滞在してない,,,,8,機会があれば行きたい,特になし 食、風景,小松空港,同意する,,小松空港が最初,,近江町市場,,,1994,,,,,,
石川,2023/12/24 15:51:03,栃木県,女,1997,,100万円未満,夫婦2人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"レンタカー, 飛行機",0,1,0,0,1,0,0,,0,0,0,0,4,,,,初めて,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,3,,,,,,6,機会があれば行きたい,特になし,小松空港,同意する,,近江町市場,,兼六園,,,1997,,,,,,
